cell_id,donor,cell_type,species,batch_nn,dataset,leiden
human3_lib1.final_cell_0533,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0534,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0535,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0536,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0537,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0538,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0539,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0540,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0541,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0542,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0543,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0544,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0545,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0546,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0547,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0548,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0549,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0550,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0551,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0552,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0553,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0554,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0555,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0556,human3,immune,human,human3,inDrop,16
human3_lib1.final_cell_0557,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0558,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0559,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0560,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0561,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0562,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0563,human3,gamma,human,human3,inDrop,10
human3_lib1.final_cell_0564,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0565,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0566,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0567,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0568,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0569,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0570,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0571,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0572,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0573,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0574,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0575,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0576,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0577,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0578,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0579,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0580,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0581,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0582,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0583,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0584,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0585,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0586,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0587,human3,ductal,human,human3,inDrop,15
human3_lib1.final_cell_0588,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0589,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0590,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0591,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0592,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0593,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0594,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0595,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0596,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0597,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0598,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0599,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0600,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0601,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0602,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0603,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0604,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0605,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0606,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0607,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0608,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0609,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0610,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0611,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0612,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0613,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0614,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0615,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0616,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0617,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0618,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0619,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0620,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0621,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0622,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0623,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0624,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0625,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0626,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0627,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0628,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0629,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0630,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0631,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0632,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0633,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0634,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0635,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0636,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0637,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0638,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0639,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0640,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0641,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0642,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0643,human3,gamma,human,human3,inDrop,10
human3_lib1.final_cell_0644,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0645,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0646,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0647,human3,immune,human,human3,inDrop,17
human3_lib1.final_cell_0648,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0649,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0650,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0651,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0652,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0653,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0654,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0655,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0656,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0657,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0658,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0659,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0660,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0661,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0662,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0663,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0664,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0665,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0666,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0667,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0668,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0669,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0670,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0671,human3,beta,human,human3,inDrop,3
human3_lib1.final_cell_0672,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0673,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0674,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0675,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0676,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0677,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0678,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0679,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0680,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0681,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0682,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0683,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0684,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0685,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0686,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0687,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0688,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0689,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0690,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0691,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0692,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0693,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0694,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0695,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0696,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0697,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0698,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0699,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0700,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0701,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0702,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0703,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0704,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0705,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0706,human3,ductal,human,human3,inDrop,15
human3_lib1.final_cell_0707,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0708,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0709,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0710,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0711,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0712,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0713,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0714,human3,beta,human,human3,inDrop,3
human3_lib1.final_cell_0715,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0716,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0717,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0718,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0719,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0720,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0721,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0722,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0723,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0724,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0725,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0726,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0727,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0728,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0729,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0730,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0731,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0732,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0733,human3,gamma,human,human3,inDrop,10
human3_lib1.final_cell_0734,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0735,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0736,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0737,human3,alpha,human,human3,inDrop,10
human3_lib1.final_cell_0738,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0739,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0740,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0741,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0742,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0743,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0744,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0745,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0746,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0747,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0748,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0749,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0750,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0751,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0752,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0753,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0754,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0755,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0756,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0757,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0758,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0759,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0760,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0761,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0762,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0763,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0764,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0765,human3,ductal,human,human3,inDrop,15
human3_lib1.final_cell_0766,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0767,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0768,human3,gamma,human,human3,inDrop,10
human3_lib1.final_cell_0769,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0770,human3,beta,human,human3,inDrop,6
human3_lib1.final_cell_0771,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0772,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0773,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0774,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0775,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0776,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0777,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0778,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0779,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0780,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0781,human3,beta,human,human3,inDrop,3
human3_lib1.final_cell_0782,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0783,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0784,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0785,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0786,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0787,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0788,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0789,human3,beta,human,human3,inDrop,10
human3_lib1.final_cell_0790,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0791,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0792,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0793,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0794,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0795,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0796,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0797,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0798,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0799,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0800,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0801,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0802,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0803,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0804,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0805,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0806,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0807,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0808,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0809,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0810,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0811,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0812,human3,acinar,human,human3,inDrop,2
human3_lib1.final_cell_0813,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0814,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0815,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0816,human3,delta,human,human3,inDrop,12
human3_lib1.final_cell_0817,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0818,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0819,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0820,human3,stellate,human,human3,inDrop,11
human3_lib1.final_cell_0821,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0822,human3,beta,human,human3,inDrop,3
human3_lib1.final_cell_0823,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0824,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0825,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0826,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0827,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0828,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0829,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0830,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0831,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0832,human3,alpha,human,human3,inDrop,6
human3_lib1.final_cell_0833,human3,alpha,human,human3,inDrop,9
human3_lib1.final_cell_0834,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0835,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0836,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0837,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0838,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0839,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0840,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0841,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0842,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0843,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0844,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0845,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0846,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0847,human3,delta,human,human3,inDrop,5
human3_lib1.final_cell_0848,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0849,human3,delta,human,human3,inDrop,12
human3_lib1.final_cell_0850,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0851,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0852,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0853,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0854,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0855,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0856,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0857,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0858,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0859,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0860,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0861,human3,gamma,human,human3,inDrop,10
human3_lib1.final_cell_0862,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0863,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0864,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0865,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0866,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0867,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0868,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0869,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0870,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0871,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0872,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0873,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0874,human3,alpha,human,human3,inDrop,8
human3_lib1.final_cell_0875,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0876,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0877,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0878,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0879,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0880,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0881,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0882,human3,alpha,human,human3,inDrop,7
human3_lib1.final_cell_0883,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0884,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0885,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0886,human3,beta,human,human3,inDrop,0
human3_lib1.final_cell_0887,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0888,human3,beta,human,human3,inDrop,3
human3_lib1.final_cell_0889,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0890,human3,stellate,human,human3,inDrop,14
human3_lib1.final_cell_0891,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0892,human3,alpha,human,human3,inDrop,12
human3_lib1.final_cell_0893,human3,alpha,human,human3,inDrop,4
human3_lib1.final_cell_0894,human3,beta,human,human3,inDrop,12
human3_lib1.final_cell_0895,human3,ductal,human,human3,inDrop,1
human3_lib1.final_cell_0896,human3,endothelial,human,human3,inDrop,13
human3_lib1.final_cell_0897,human3,endothelial,human,human3,inDrop,13
human3_lib2.final_cell_0001,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0002,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0003,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0004,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0005,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0006,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0007,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0008,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0009,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0010,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0011,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0012,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0013,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0014,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0015,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0016,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0017,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0018,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0019,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0020,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0021,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0022,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0023,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0024,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0025,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0026,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0027,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0028,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0029,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0030,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0031,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0032,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0033,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0034,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0035,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0036,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0037,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0038,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0039,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0040,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0041,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0042,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0043,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0044,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0045,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0046,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0047,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0048,human3,acinar,human,human3,inDrop,2
