cell_id,donor,cell_type,species,batch_nn,dataset,batch,leiden
human3_lib2.final_cell_0553-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0554-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0555-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0556-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0557-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0558-1,human3,stellate,human,human3,inDrop,1,2
human3_lib2.final_cell_0559-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0560-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0561-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0562-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0563-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0564-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0565-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0566-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0567-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0568-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0569-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0570-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0571-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0572-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0573-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0574-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0575-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0576-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0577-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0578-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0579-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0580-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0581-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0582-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0583-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0584-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0585-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0586-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0587-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0588-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0589-1,human3,alpha,human,human3,inDrop,1,9
human3_lib2.final_cell_0590-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0591-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0592-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0593-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0594-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0595-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0596-1,human3,gamma,human,human3,inDrop,1,2
human3_lib2.final_cell_0597-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0598-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0599-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0600-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0601-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0602-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0603-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0604-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0605-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0606-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0607-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0608-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0609-1,human3,delta,human,human3,inDrop,1,11
human3_lib2.final_cell_0610-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0611-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0612-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0613-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0614-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0615-1,human3,delta,human,human3,inDrop,1,11
human3_lib2.final_cell_0616-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0617-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0618-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0619-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0620-1,human3,acinar,human,human3,inDrop,1,10
human3_lib2.final_cell_0621-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0622-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0623-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0624-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0625-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0626-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0627-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0628-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0629-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0630-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0631-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0632-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0633-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0634-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0635-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0636-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0637-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0638-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0639-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0640-1,human3,delta,human,human3,inDrop,1,11
human3_lib2.final_cell_0641-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0642-1,human3,alpha,human,human3,inDrop,1,8
human3_lib2.final_cell_0643-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0644-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0645-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0646-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0647-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0648-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0649-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0650-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0651-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0652-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0653-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0654-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0655-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0656-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0657-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0658-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0659-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0660-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0661-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0662-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0663-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0664-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0665-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0666-1,human3,alpha,human,human3,inDrop,1,22
human3_lib2.final_cell_0667-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0668-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0669-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0670-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0671-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0672-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0673-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0674-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0675-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0676-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0677-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0678-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0679-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0680-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0681-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0682-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0683-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0684-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0685-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0686-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0687-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0688-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0689-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0690-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0691-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0692-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0693-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0694-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0695-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0696-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0697-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0698-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0699-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0700-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0701-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0702-1,human3,delta,human,human3,inDrop,1,2
human3_lib2.final_cell_0703-1,human3,beta,human,human3,inDrop,1,11
human3_lib2.final_cell_0704-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0705-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0706-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0707-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0708-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0709-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0710-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0711-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0712-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0713-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0714-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0715-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0716-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0717-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0718-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0719-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0720-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0721-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0722-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0723-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0724-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0725-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0726-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0727-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0728-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0729-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0730-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0731-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0732-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0733-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0734-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0735-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0736-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0737-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0738-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0739-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0740-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0741-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0742-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0743-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0744-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0745-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0746-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0747-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0748-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0749-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0750-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0751-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0752-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0753-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0754-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0755-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0756-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0757-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0758-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0759-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0760-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0761-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0762-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0763-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0764-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0765-1,human3,delta,human,human3,inDrop,1,2
human3_lib2.final_cell_0766-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0767-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0768-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0769-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0770-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0771-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0772-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0773-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0774-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0775-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0776-1,human3,delta,human,human3,inDrop,1,9
human3_lib2.final_cell_0777-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0778-1,human3,stellate,human,human3,inDrop,1,2
human3_lib2.final_cell_0779-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0780-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0781-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0782-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0783-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0784-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0785-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0786-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0787-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0788-1,human3,gamma,human,human3,inDrop,1,2
human3_lib2.final_cell_0789-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0790-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0791-1,human3,beta,human,human3,inDrop,1,8
human3_lib2.final_cell_0792-1,human3,delta,human,human3,inDrop,1,11
human3_lib2.final_cell_0793-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0794-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0795-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0796-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0797-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0798-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0799-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0800-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0801-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0802-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0803-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0804-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0805-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0806-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0807-1,human3,beta,human,human3,inDrop,1,2
human3_lib2.final_cell_0808-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0809-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0810-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0811-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0812-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0813-1,human3,immune,human,human3,inDrop,1,22
human3_lib2.final_cell_0814-1,human3,alpha,human,human3,inDrop,1,9
human3_lib2.final_cell_0815-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0816-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0817-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0818-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0819-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0820-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0821-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0822-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0823-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0824-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0825-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0826-1,human3,beta,human,human3,inDrop,1,11
human3_lib2.final_cell_0827-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0828-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0829-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0830-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0831-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0832-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0833-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0834-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0835-1,human3,alpha,human,human3,inDrop,1,9
human3_lib2.final_cell_0836-1,human3,delta,human,human3,inDrop,1,9
human3_lib2.final_cell_0837-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0838-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0839-1,human3,acinar,human,human3,inDrop,1,8
human3_lib2.final_cell_0840-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0841-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0842-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0843-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0844-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0845-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0846-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0847-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0848-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0849-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0850-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0851-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0852-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0853-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0854-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0855-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0856-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0857-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0858-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0859-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0860-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0861-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0862-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0863-1,human3,beta,human,human3,inDrop,1,2
human3_lib2.final_cell_0864-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0865-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0866-1,human3,ductal,human,human3,inDrop,1,2
human3_lib2.final_cell_0867-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0868-1,human3,ductal,human,human3,inDrop,1,10
human3_lib2.final_cell_0869-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0870-1,human3,endothelial,human,human3,inDrop,1,22
human3_lib2.final_cell_0871-1,human3,alpha,human,human3,inDrop,1,2
human3_lib2.final_cell_0872-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0873-1,human3,stellate,human,human3,inDrop,1,22
human3_lib2.final_cell_0874-1,human3,beta,human,human3,inDrop,1,9
human3_lib2.final_cell_0875-1,human3,alpha,human,human3,inDrop,1,9
human3_lib3.final_cell_0001-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0002-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0003-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0004-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0005-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0006-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0007-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0008-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0009-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0010-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0011-1,human3,acinar,human,human3,inDrop,1,13
human3_lib3.final_cell_0012-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0013-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0014-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0015-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0016-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0017-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0018-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0019-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0020-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0021-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0022-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0023-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0024-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0025-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0026-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0027-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0028-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0029-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0030-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0031-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0032-1,human3,alpha,human,human3,inDrop,1,2
human3_lib3.final_cell_0033-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0034-1,human3,delta,human,human3,inDrop,1,11
human3_lib3.final_cell_0035-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0036-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0037-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0038-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0039-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0040-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0041-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0042-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0043-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0044-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0045-1,human3,acinar,human,human3,inDrop,1,8
human3_lib3.final_cell_0046-1,human3,acinar,human,human3,inDrop,1,8
